link,square_meters,rooms,metro_station,minutes_to_metro,renovation_type,price,price_per_meter
https://www.cian.ru/sale/flat/312401505/,22,1,Филатов Луг,12,,3250000,147727
https://www.cian.ru/sale/flat/315552639/,38.9,1,Алма-Атинская,12,,3300000,84833
https://www.cian.ru/sale/flat/311386170/,34.5,1,Домодедовская,9,,3300000,95652
https://www.cian.ru/sale/flat/307289002/,38.4,1,Лебедянская,11,,3300000,85938
https://www.cian.ru/sale/flat/314505509/,33,1,Давыдково,7,,3800000,115152
https://www.cian.ru/sale/flat/314724426/,16.1,1,Пролетарская,7,,3800000,236025
https://www.cian.ru/sale/flat/279298831/,13.2,1,Щёлковская,16,,3865000,292803
https://www.cian.ru/sale/flat/314726508/,18.8,1,Пролетарская,7,,3900000,207447
https://www.cian.ru/sale/flat/314748951/,17.1,1,Пролетарская,7,,3930000,229825
https://www.cian.ru/sale/flat/315867231/,28,1,Летово,12,,3900000,139286
https://www.cian.ru/sale/flat/314693589/,33,1,Царицыно,7,,3900000,118182
https://www.cian.ru/sale/flat/314532703/,59.5,1,Филатов Луг,12,Без ремонта,4000000,67227
https://www.cian.ru/sale/flat/313480833/,17.8,1,Сетунь,20,,4000000,224719
https://www.cian.ru/sale/flat/310318176/,37.7,1,Рассказовка,7,,4300000,114058
https://www.cian.ru/sale/flat/314746648/,19.5,1,Пролетарская,7,Без ремонта,4300000,220513
https://www.cian.ru/sale/flat/313665029/,37,1,Филатов Луг,12,,4300000,116216
https://www.cian.ru/sale/flat/304961732/,41.4,1,Черкизовская,6,Косметический ремонт,4300000,103865
https://www.cian.ru/sale/flat/308908145/,34.5,1,Сетунь,10,Косметический ремонт,4350000,126087
https://www.cian.ru/sale/flat/315175207/,35.9,1,Филатов Луг,12,,4400000,122563
https://www.cian.ru/sale/flat/310346509/,38.6,1,Планерная,14,,4400000,113990
https://www.cian.ru/sale/flat/315633402/,10,1,Тульская,20,,4490000,449000
https://www.cian.ru/sale/flat/315515356/,34.8,1,ВДНХ,8,,4500000,129310
https://www.cian.ru/sale/flat/311542149/,31,1,Рабочий посёлок,4,,4500000,145161
https://www.cian.ru/sale/flat/298705574/,13,1,Селигерская,8,,4600000,353846
https://www.cian.ru/sale/flat/303886848/,16.1,1,Рязанский проспект,15,,4600000,285714
https://www.cian.ru/sale/flat/311393920/,15.7,1,Юго-Западная,16,,4700000,299363
https://www.cian.ru/sale/flat/308324958/,30,1,,,,4700000,156667
https://www.cian.ru/sale/flat/313184462/,38.4,1,Крёкшино,10,,4750000,123698
https://www.cian.ru/sale/flat/308633394/,14,1,,,Евроремонт,4850000,346429
https://www.cian.ru/sale/flat/312685477/,21,1,Площадь Ильича,7,,4900000,233333
https://www.cian.ru/sale/flat/309636679/,28.5,1,Апрелевка,27,,5000000,175439
https://www.cian.ru/sale/flat/314413426/,36.5,1,,,,5000000,136986
https://www.cian.ru/sale/flat/307208938/,35,1,Апрелевка,25,Без ремонта,5000000,142857
https://www.cian.ru/sale/flat/315853761/,35,1,,,,5100000,145714
https://www.cian.ru/sale/flat/315970660/,13,1,Авиамоторная,19,,5195000,399615
https://www.cian.ru/sale/flat/314097212/,37.2,1,Потапово,27,Без ремонта,5200000,139785
https://www.cian.ru/sale/flat/313985216/,34,1,Апрелевка,22,,5200000,152941
https://www.cian.ru/sale/flat/315980769/,33.1,1,Потапово,27,,5200000,157100
https://www.cian.ru/sale/flat/308003658/,41,1,Апрелевка,21,,5200000,126829
https://www.cian.ru/sale/flat/315175359/,20.6,1,Перово,18,,5300000,257282
https://www.cian.ru/sale/flat/314947335/,17.5,1,Текстильщики,11,,5300000,302857
https://www.cian.ru/sale/flat/310019146/,31.8,1,Подольск,17,,5300000,166667
https://www.cian.ru/sale/flat/307227822/,18,1,,,Дизайнерский ремонт,5400000,300000
https://www.cian.ru/sale/flat/299092676/,37.4,1,,,,5450000,145722
https://www.cian.ru/sale/flat/315219087/,30.6,1,Троицк,13,,5500000,179739
https://www.cian.ru/sale/flat/314037502/,15.2,1,Яхромская,9,,5500000,361842
https://www.cian.ru/sale/flat/308502483/,66.1,1,Перово,3,,5500000,83207
https://www.cian.ru/sale/flat/304540050/,30,1,,,,5500000,183333
https://www.cian.ru/sale/flat/314717204/,35.3,1,Апрелевка,21,,5600000,158640
https://www.cian.ru/sale/flat/314012155/,37.6,1,Тульская,10,,5600000,148936
https://www.cian.ru/sale/flat/300288478/,28,1,Филатов Луг,11,,5600000,200000
https://www.cian.ru/sale/flat/312201711/,56,1,,,,5600000,100000
https://www.cian.ru/sale/flat/315614705/,30,1,Первомайская,16,,5699000,189967
https://www.cian.ru/sale/flat/315683691/,14.6,1,Некрасовка,9,,5700000,390411
https://www.cian.ru/sale/flat/311178632/,35.3,1,Крёкшино,10,,5750000,162890
https://www.cian.ru/sale/flat/275040150/,38.4,1,Крёкшино,10,Дизайнерский ремонт,5800000,151042
https://www.cian.ru/sale/flat/315856651/,30,1,Крёкшино,15,,5800000,193333
https://www.cian.ru/sale/flat/312076585/,40.1,1,Апрелевка,22,,5800000,144638
https://www.cian.ru/sale/flat/312029611/,29.9,1,Филатов Луг,12,,5850000,195652
https://www.cian.ru/sale/flat/307265595/,25,1,Первомайская,16,,5899999,236000
https://www.cian.ru/sale/flat/314692829/,27,1,Ольховая,18,Без ремонта,5990000,221852
https://www.cian.ru/sale/flat/313479995/,18.7,1,Говорово,9,,5999000,320802
https://www.cian.ru/sale/flat/297089589/,30.4,1,Подольск,19,,5999000,197336
https://www.cian.ru/sale/flat/314890033/,25,1,Первомайская,16,,5950000,238000
https://www.cian.ru/sale/flat/315392692/,32,1,Кокошкино,9,,5900000,184375
https://www.cian.ru/sale/flat/314006911/,16.3,1,,,,5950000,365031
https://www.cian.ru/sale/flat/307850423/,43,1,Крёкшино,12,,5900000,137209
https://www.cian.ru/sale/flat/286210831/,31.1,1,Крёкшино,14,,5950000,191318
https://www.cian.ru/sale/flat/308747061/,42.8,1,Крёкшино,12,,6000000,140187
https://www.cian.ru/sale/flat/300337168/,28,1,Филатов Луг,11,,6000000,214286
https://www.cian.ru/sale/flat/310867772/,33,1,,,Без ремонта,6100000,184848
https://www.cian.ru/sale/flat/314934973/,30.5,1,,,Косметический ремонт,6100000,200000
https://www.cian.ru/sale/flat/304863760/,17.2,1,Калитники,7,,6141432,357060
https://www.cian.ru/sale/flat/285374995/,29.5,1,Первомайская,16,Дизайнерский ремонт,6199999,210169
https://www.cian.ru/sale/flat/308755784/,30,1,Первомайская,16,,6199999,206667
https://www.cian.ru/sale/flat/311928818/,30,1,Филатов Луг,12,,6200000,206667
https://www.cian.ru/sale/flat/310712349/,30.4,1,Бунинская аллея,13,,6200000,203947
https://www.cian.ru/sale/flat/315394188/,32,1,Толстопальцево,5,,6200000,193750
https://www.cian.ru/sale/flat/315525460/,32.6,1,Филатов Луг,11,,6200000,190184
https://www.cian.ru/sale/flat/309697922/,31.1,1,Бунинская аллея,7,Косметический ремонт,6250000,200965
https://www.cian.ru/sale/flat/315238249/,29.4,1,Филатов Луг,12,Косметический ремонт,6200000,210884
https://www.cian.ru/sale/flat/310089862/,15,1,Свиблово,11,,6200000,413333
https://www.cian.ru/sale/flat/305790131/,19,1,Волгоградский проспект,6,,6200000,326316
https://www.cian.ru/sale/flat/313447493/,42,1,,,,6200000,147619
https://www.cian.ru/sale/flat/315835130/,36,1,Апрелевка,22,,6200000,172222
https://www.cian.ru/sale/flat/312075411/,42.5,1,Крёкшино,12,,6200000,145882
https://www.cian.ru/sale/flat/315414546/,32.8,1,Ольховая,20,Косметический ремонт,6300000,192073
https://www.cian.ru/sale/flat/292147309/,30,1,Филатов Луг,12,,6300000,210000
https://www.cian.ru/sale/flat/299025994/,27,1,Калитники,8,,6333000,234556
https://www.cian.ru/sale/flat/315914413/,38.1,1,Крёкшино,17,,6340000,166404
https://www.cian.ru/sale/flat/315105428/,30.1,1,Кокошкино,9,,6400000,212625
https://www.cian.ru/sale/flat/315854722/,36,1,Апрелевка,20,,6400000,177778
https://www.cian.ru/sale/flat/315545992/,46.7,1,Апрелевка,23,,6450000,138116
https://www.cian.ru/sale/flat/315546323/,46.7,1,Апрелевка,23,,6400000,137045
https://www.cian.ru/sale/flat/265206637/,42,1,,,,6400000,152381
https://www.cian.ru/sale/flat/315052425/,34.3,1,Крёкшино,10,Дизайнерский ремонт,6400000,186589
https://www.cian.ru/sale/flat/315175840/,29,1,Перово,18,,6500000,224138
https://www.cian.ru/sale/flat/315714958/,35.4,1,Бунинская аллея,13,,6500000,183616
https://www.cian.ru/sale/flat/298908066/,28,1,Остафьево,18,,6500000,232143
https://www.cian.ru/sale/flat/315877584/,39.9,1,Ольховая,20,,6500000,162907
https://www.cian.ru/sale/flat/315580132/,36.08,1,Кокошкино,16,,6500000,180155
https://www.cian.ru/sale/flat/315342691/,45.9,1,Апрелевка,21,,6500000,141612
https://www.cian.ru/sale/flat/314975627/,35.2,1,Апрелевка,21,,6500000,184659
https://www.cian.ru/sale/flat/314829521/,29.8,1,Шаболовская,7,,6500000,218121
https://www.cian.ru/sale/flat/313758515/,35,1,Апрелевка,22,,6590000,188286
https://www.cian.ru/sale/flat/314016212/,32.9,1,Шипиловская,16,,6700000,203647
https://www.cian.ru/sale/flat/315244037/,42.5,1,Троицк,11,,6700000,157647
https://www.cian.ru/sale/flat/309116118/,31.8,1,Крёкшино,10,,6650000,209119
https://www.cian.ru/sale/flat/313737969/,31.6,1,,,Требуется ремонт,6700000,212025
https://www.cian.ru/sale/flat/299562394/,27.5,1,Калитники,7,,6745000,245273
https://www.cian.ru/sale/flat/314723736/,27.5,1,Калитники,7,,6745000,245273
https://www.cian.ru/sale/flat/304792544/,32.2,1,Силикатная,10,Косметический ремонт,6700000,208075
https://www.cian.ru/sale/flat/301879162/,15.6,1,Сокольники,7,,6690000,428846
https://www.cian.ru/sale/flat/304864032/,20.3,1,Калитники,7,,6749100,332468
https://www.cian.ru/sale/flat/315034486/,36.5,1,Санино,11,Без ремонта,6700000,183562
https://www.cian.ru/sale/flat/315292798/,37,1,,,,6700000,181081
https://www.cian.ru/sale/flat/315542238/,49,1,Апрелевка,22,,6770000,138163
https://www.cian.ru/sale/flat/313896920/,20,1,,,Дизайнерский ремонт,6799999,340000
https://www.cian.ru/sale/flat/269489143/,26,1,Ольховая,4,,6800000,261538
https://www.cian.ru/sale/flat/315192491/,36,1,Ольховая,17,,6800000,188889
https://www.cian.ru/sale/flat/313823286/,35.6,1,Троицк,8,,6800000,191011
https://www.cian.ru/sale/flat/315187050/,36.1,1,Троицк,11,,6800000,188366
https://www.cian.ru/sale/flat/314467503/,30.2,1,Ольховая,16,,6850000,226821
https://www.cian.ru/sale/flat/314392807/,30,1,Первомайская,16,Дизайнерский ремонт,6850000,228333
https://www.cian.ru/sale/flat/312512122/,30.7,1,Кокошкино,7,,6900000,224756
https://www.cian.ru/sale/flat/303655784/,27,1,Калитники,7,,6944049,257187
https://www.cian.ru/sale/flat/310653941/,30,1,,,Без ремонта,6900000,230000
https://www.cian.ru/sale/flat/299027789/,28,1,Калитники,8,,6950000,248214
https://www.cian.ru/sale/flat/315505924/,27.3,1,Беляево,14,,6999000,256374
https://www.cian.ru/sale/flat/315163986/,35,1,Апрелевка,21,,7000000,200000
https://www.cian.ru/sale/flat/314550492/,32,1,Бунинская аллея,10,,7000000,218750
https://www.cian.ru/sale/flat/313199141/,35,1,Крёкшино,10,,7000000,200000
https://www.cian.ru/sale/flat/315000019/,40,1,Толстопальцево,20,,7000000,175000
https://www.cian.ru/sale/flat/314260720/,19,1,,,,7000000,368421
https://www.cian.ru/sale/flat/313941294/,33.4,1,Аэропорт Внуково,11,,7000000,209581
https://www.cian.ru/sale/flat/313067276/,41.3,1,Филатов Луг,12,Без ремонта,7000000,169492
https://www.cian.ru/sale/flat/315636217/,23,1,Дмитровская,12,,7000000,304348
https://www.cian.ru/sale/flat/314390558/,35,1,Ольховая,20,,7000000,200000
https://www.cian.ru/sale/flat/300654163/,36.6,1,Ольховая,19,,7000000,191257
https://www.cian.ru/sale/flat/314016816/,43.7,1,Филатов Луг,10,,7000000,160183
https://www.cian.ru/sale/flat/313423049/,45,1,Крёкшино,12,,7000000,155556
https://www.cian.ru/sale/flat/315862459/,22,1,Гольяново,14,,7100000,322727
https://www.cian.ru/sale/flat/314318097/,29.3,1,Потапово,6,Без ремонта,7100000,242321
https://www.cian.ru/sale/flat/314594571/,22,1,Щёлковская,4,,7100000,322727
https://www.cian.ru/sale/flat/314906015/,19.6,1,Потапово,20,,7100000,362245
https://www.cian.ru/sale/flat/315439385/,32.5,1,Зеленоград — Крюково,6,,7100000,218462
https://www.cian.ru/sale/flat/315338900/,32,1,,,,7100000,221875
https://www.cian.ru/sale/flat/304612074/,18.9,1,Кожуховская,7,,7200000,380952
https://www.cian.ru/sale/flat/314505511/,38,1,Марьино,19,,7200000,189474
https://www.cian.ru/sale/flat/315268219/,31.9,1,Щёлковская,7,,7200000,225705
https://www.cian.ru/sale/flat/305591607/,36.6,1,Силикатная,5,,7200000,196721
https://www.cian.ru/sale/flat/314840837/,30.2,1,Ольховая,16,,7200000,238411
https://www.cian.ru/sale/flat/315353416/,35,1,Апрелевка,21,,7150000,204286
https://www.cian.ru/sale/flat/314798167/,27.4,1,Коммунарка,19,,7164000,261460
https://www.cian.ru/sale/flat/315698423/,32,1,Южная,16,,7200000,225000
https://www.cian.ru/sale/flat/308300638/,37,1,Бунинская аллея,15,,7150000,193243
https://www.cian.ru/sale/flat/301135318/,32.5,1,Щёлковская,11,,7200000,221538
https://www.cian.ru/sale/flat/315518659/,39.8,1,Ольховая,20,Без ремонта,7200000,180905
https://www.cian.ru/sale/flat/313373277/,29.2,1,Потапово,6,,7200000,246575
https://www.cian.ru/sale/flat/314397547/,41.3,1,Санино,10,Без ремонта,7168108,173562
https://www.cian.ru/sale/flat/314831454/,32,1,Филатов Луг,12,Дизайнерский ремонт,7200000,225000
https://www.cian.ru/sale/flat/309808583/,45.5,1,Бунинская аллея,14,,7250000,159341
https://www.cian.ru/sale/flat/315644944/,21,1,Сетунь,7,,7250000,345238
https://www.cian.ru/sale/flat/314740517/,30,1,Филатов Луг,13,,7290000,243000
https://www.cian.ru/sale/flat/303231249/,37.9,1,Щербинка,10,,7300000,192612
https://www.cian.ru/sale/flat/314928200/,19,1,Марьина Роща,15,,7300000,384211
https://www.cian.ru/sale/flat/308707707/,37.5,1,Щербинка,18,,7300000,194667
https://www.cian.ru/sale/flat/315483217/,32.1,1,Ватутинки,13,,7300000,227414
https://www.cian.ru/sale/flat/313305847/,18,1,Окская,15,Косметический ремонт,7300000,405556
https://www.cian.ru/sale/flat/309337985/,28.6,1,Аэропорт Внуково,5,,7300000,255245
https://www.cian.ru/sale/flat/286050252/,42.5,1,Крёкшино,10,,7340000,172706
https://www.cian.ru/sale/flat/313479187/,33,1,Потапово,7,,7400000,224242
https://www.cian.ru/sale/flat/314287939/,40,1,Апрелевка,21,,7390000,184750
https://www.cian.ru/sale/flat/310148174/,45.6,1,Подольск,17,,7350000,161184
https://www.cian.ru/sale/flat/315148900/,42,1,Филатов Луг,12,,7490000,178333
https://www.cian.ru/sale/flat/315615382/,32.6,1,Красный Строитель,8,Косметический ремонт,7490000,229755
https://www.cian.ru/sale/flat/313384536/,35.9,1,Троицк,7,,7450000,207521
https://www.cian.ru/sale/flat/310089860/,21,1,Свиблово,11,,7450000,354762
https://www.cian.ru/sale/flat/311782387/,30,1,Филатов Луг,12,,7490000,249667
https://www.cian.ru/sale/flat/310697228/,31.5,1,Потапово,9,,7450000,236508
https://www.cian.ru/sale/flat/315929583/,39.6,1,,,,7500000,189394
https://www.cian.ru/sale/flat/315369592/,44.6,1,Апрелевка,26,,7500000,168161
https://www.cian.ru/sale/flat/315800313/,35.9,1,Люблино,13,Требуется ремонт,7500000,208914
https://www.cian.ru/sale/flat/314011082/,29.3,1,Потапово,6,Без ремонта,7500000,255973
https://www.cian.ru/sale/flat/305886637/,24.4,1,Потапово,4,,7500000,307377
https://www.cian.ru/sale/flat/310662137/,24.4,1,Потапово,4,,7500000,307377
https://www.cian.ru/sale/flat/315160661/,31,1,Ольховая,16,,7500000,241935
https://www.cian.ru/sale/flat/313700981/,45,1,Медведково,18,,7500000,166667
https://www.cian.ru/sale/flat/312986066/,42.7,1,Троицк,19,,7550000,176815
https://www.cian.ru/sale/flat/313709531/,29.3,1,Бунинская аллея,9,,7500000,255973
https://www.cian.ru/sale/flat/315633996/,33,1,Зеленоград — Крюково,6,,7500000,227273
https://www.cian.ru/sale/flat/314184422/,46.4,1,Крёкшино,9,,7500000,161638
https://www.cian.ru/sale/flat/306174542/,41,1,Филатов Луг,12,Без ремонта,7500000,182927
https://www.cian.ru/sale/flat/310457333/,42.9,1,Крёкшино,11,,7500000,174825
https://www.cian.ru/sale/flat/275471474/,33.4,1,Перерва,16,Дизайнерский ремонт,7500000,224551
https://www.cian.ru/sale/flat/293340003/,31,1,Кокошкино,9,Косметический ремонт,7500000,241935
https://www.cian.ru/sale/flat/311782485/,30,1,Филатов Луг,13,,7500000,250000
https://www.cian.ru/sale/flat/314324338/,35,1,Кузьминки,13,Косметический ремонт,7500000,214286
https://www.cian.ru/sale/flat/315978904/,34.7,1,р-н Метрогородок,,,7600000,219020
https://www.cian.ru/sale/flat/307004694/,33,1,Пражская,7,,7600000,230303
https://www.cian.ru/sale/flat/307431228/,41,1,,,,7600000,185366
https://www.cian.ru/sale/flat/312945209/,32.5,1,Битца,7,,7600000,233846
https://www.cian.ru/sale/flat/314940875/,51,1,Подольск,17,,7699999,150980
https://www.cian.ru/sale/flat/313460829/,32,1,Филатов Луг,14,,7700000,240625
https://www.cian.ru/sale/flat/313939429/,36.3,1,Кокошкино,11,,7650000,210744
https://www.cian.ru/sale/flat/315423240/,29.2,1,Ольховая,16,,7690000,263356
https://www.cian.ru/sale/flat/312071330/,30,1,Щербинка,7,Косметический ремонт,7700000,256667
https://www.cian.ru/sale/flat/315613743/,27.4,1,Улица Горчакова,12,,7700000,281022
https://www.cian.ru/sale/flat/313460276/,40,1,Крёкшино,10,Дизайнерский ремонт,7680000,192000
https://www.cian.ru/sale/flat/314429435/,30,1,,,,7699000,256633
https://www.cian.ru/sale/flat/315061563/,34.2,1,Липецкая,10,,7650000,223684
https://www.cian.ru/sale/flat/315628465/,33,1,Щёлковская,4,,7700000,233333
https://www.cian.ru/sale/flat/314271753/,34.7,1,Люблино,11,,7700000,221902
https://www.cian.ru/sale/flat/314833122/,35,1,Силикатная,15,Косметический ремонт,7650000,218571
https://www.cian.ru/sale/flat/313419221/,43.7,1,Кокошкино,10,,7650000,175057
https://www.cian.ru/sale/flat/307626213/,26.2,1,Бунинская аллея,15,,7700000,293893
https://www.cian.ru/sale/flat/314891928/,19,1,Давыдково,14,,7800000,410526
https://www.cian.ru/sale/flat/227784160/,22.5,1,Царицыно,8,,7800000,346667
https://www.cian.ru/sale/flat/313485220/,33.7,1,Бунинская аллея,12,,7800000,231454
https://www.cian.ru/sale/flat/313385933/,32.6,1,Пражская,8,,7800000,239264
https://www.cian.ru/sale/flat/315288666/,30.8,1,,,,7750000,251623
https://www.cian.ru/sale/flat/314276010/,27.3,1,Зеленоград — Крюково,7,Евроремонт,7800000,285714
https://www.cian.ru/sale/flat/313319111/,39.9,1,Бунинская аллея,13,,7850000,196742
https://www.cian.ru/sale/flat/313919020/,35.3,1,Крёкшино,10,Дизайнерский ремонт,7850000,222380
https://www.cian.ru/sale/flat/312383585/,34.1,1,Ольховая,16,,7850000,230205
https://www.cian.ru/sale/flat/313179502/,38.3,1,Потапово,6,,7890000,206005
https://www.cian.ru/sale/flat/314701053/,41.9,1,Бутово,8,,7850000,187351
https://www.cian.ru/sale/flat/315987248/,37,1,Зеленоград — Крюково,4,,7950000,214865
https://www.cian.ru/sale/flat/311592844/,40.8,1,Подольск,9,,7900000,193627
https://www.cian.ru/sale/flat/314109932/,39.5,1,Крёкшино,16,,7990000,202278
https://www.cian.ru/sale/flat/313650046/,34.6,1,Аэропорт Внуково,6,Косметический ремонт,7950000,229769
https://www.cian.ru/sale/flat/315452030/,30.7,1,Филатов Луг,8,,7900000,257329
https://www.cian.ru/sale/flat/315704375/,30,1,Филатов Луг,12,Евроремонт,7990000,266333
https://www.cian.ru/sale/flat/311409749/,41,1,Медведково,9,,7900000,192683
https://www.cian.ru/sale/flat/315869983/,36.8,1,Битцевский парк,5,,7990000,217120
https://www.cian.ru/sale/flat/310261076/,17,1,Москва-Товарная,14,Евроремонт,7990000,470000
https://www.cian.ru/sale/flat/314004926/,34.5,1,Ольховая,17,Косметический ремонт,7900000,228986
https://www.cian.ru/sale/flat/314819666/,31.4,1,Первомайская,12,,7900000,251592
https://www.cian.ru/sale/flat/292674602/,30,1,Филатов Луг,12,,7990000,266333
https://www.cian.ru/sale/flat/314512438/,43.6,1,Троицк,19,,7900000,181193
https://www.cian.ru/sale/flat/314843960/,33,1,Перерва,20,Евроремонт,7900000,239394
https://www.cian.ru/sale/flat/312664352/,30,1,,,,7950000,265000
https://www.cian.ru/sale/flat/313589159/,20.5,1,Динамо,12,,7900000,385366
https://www.cian.ru/sale/flat/315779068/,35.1,1,Генерала Тюленева,16,,7900000,225071
https://www.cian.ru/sale/flat/311855715/,34,1,Филатов Луг,12,Евроремонт,7900000,232353
https://www.cian.ru/sale/flat/315034149/,43,1,Бунинская аллея,12,,7950000,184884
https://www.cian.ru/sale/flat/315310515/,34,1,Генерала Тюленева,19,,7950000,233824
https://www.cian.ru/sale/flat/314867962/,32.4,1,Селигерская,12,,8000000,246914
https://www.cian.ru/sale/flat/307255955/,18.9,1,Электрозаводская,8,,8000000,423280
https://www.cian.ru/sale/flat/315816891/,32,1,Первомайская,10,,8000000,250000
https://www.cian.ru/sale/flat/314948108/,23,1,Каширская,16,,8000000,347826
https://www.cian.ru/sale/flat/314442903/,40,1,Потапово,7,,8000000,200000
https://www.cian.ru/sale/flat/315249152/,39.3,1,Бунинская аллея,13,,8000000,203562
https://www.cian.ru/sale/flat/315665189/,35,1,Щёлковская,4,,8000000,228571
https://www.cian.ru/sale/flat/314950083/,35,1,Бибирево,10,,8000000,228571
https://www.cian.ru/sale/flat/315651508/,34.4,1,Братиславская,10,,8000000,232558
https://www.cian.ru/sale/flat/312629475/,35.8,1,Кокошкино,16,,8000000,223464
https://www.cian.ru/sale/flat/309450949/,38,1,Щербинка,20,,8000000,210526
https://www.cian.ru/sale/flat/307916901/,26.2,1,Молжаниново,17,,8000000,305344
https://www.cian.ru/sale/flat/311802241/,34.2,1,Зеленоград — Крюково,4,,8000000,233918
https://www.cian.ru/sale/flat/315112797/,19.6,1,Мякинино,12,,8100000,413265
https://www.cian.ru/sale/flat/315052797/,33.8,1,Бунинская аллея,10,,8100000,239645
https://www.cian.ru/sale/flat/313423494/,26.6,1,Зеленоград — Крюково,6,,8050000,302632
https://www.cian.ru/sale/flat/315393944/,24.8,1,Вешняки,5,,8100000,326613
https://www.cian.ru/sale/flat/313149491/,39.4,1,Бутово,11,,8100000,205584
https://www.cian.ru/sale/flat/303679672/,34.5,1,Калитники,7,,8095000,234638
https://www.cian.ru/sale/flat/312761710/,30.2,1,Рязанский проспект,12,,8050000,266556
https://www.cian.ru/sale/flat/311867464/,38,1,Зеленоград — Крюково,5,Без ремонта,8100000,213158
https://www.cian.ru/sale/flat/314068821/,32,1,Бунинская аллея,15,,8100000,253125
https://www.cian.ru/sale/flat/304128142/,26.7,1,Площадь Ильича,19,,8144670,305044
https://www.cian.ru/sale/flat/297227177/,35,1,Ольховая,19,,8100000,231429
https://www.cian.ru/sale/flat/315984133/,52.3,1,Аэропорт Внуково,4,,8200000,156788
https://www.cian.ru/sale/flat/312965204/,30.3,1,Отрадное,17,,8200000,270627
https://www.cian.ru/sale/flat/312725764/,28.6,1,,,,8200000,286713
https://www.cian.ru/sale/flat/312887626/,32.6,1,Новогиреево,11,,8200000,251534
https://www.cian.ru/sale/flat/311483366/,33.5,1,Зеленоград — Крюково,6,,8150000,243284
https://www.cian.ru/sale/flat/308936031/,32.37,1,Молжаниново,18,,8200000,253321
https://www.cian.ru/sale/flat/292022196/,35.4,1,Пыхтино,12,,8200000,231638
https://www.cian.ru/sale/flat/295240177/,32.7,1,Ольховая,16,,8200000,250765
https://www.cian.ru/sale/flat/313545746/,33,1,Зеленоград — Крюково,5,,8200000,248485
https://www.cian.ru/sale/flat/314427307/,36.3,1,Ольховая,15,,8150000,224518
https://www.cian.ru/sale/flat/309980959/,33.8,1,Ольховая,16,,8200000,242604
https://www.cian.ru/sale/flat/314137422/,40.3,1,Апрелевка,26,,8200000,203474
https://www.cian.ru/sale/flat/314827789/,36,1,Филатов Луг,12,Дизайнерский ремонт,8200000,227778
https://www.cian.ru/sale/flat/314449482/,34,1,Бунинская аллея,13,Косметический ремонт,8250000,242647
https://www.cian.ru/sale/flat/315721701/,32.6,1,Медведково,10,,8250000,253067
https://www.cian.ru/sale/flat/308629773/,32.4,1,Бунинская аллея,13,,8250000,254630
https://www.cian.ru/sale/flat/315259751/,24.6,1,Молжаниново,17,,8250000,335366
https://www.cian.ru/sale/flat/308260848/,33.2,1,Зеленоград — Крюково,4,,8250000,248494
https://www.cian.ru/sale/flat/311425071/,32.2,1,Сетунь,6,,8250300,256220
https://www.cian.ru/sale/flat/309526388/,34.8,1,Новогиреево,4,,8250000,237069
https://www.cian.ru/sale/flat/314498793/,24.6,1,Молжаниново,17,,8250000,335366
https://www.cian.ru/sale/flat/304867421/,34.4,1,Калитники,7,,8260197,240122
https://www.cian.ru/sale/flat/311795433/,26.6,1,Отрадное,10,,8250000,310150
https://www.cian.ru/sale/flat/315675927/,39.1,1,Зеленоград — Крюково,5,,8300000,212276
https://www.cian.ru/sale/flat/315982128/,38.6,1,Зеленоград — Крюково,6,Без ремонта,8300000,215026
https://www.cian.ru/sale/flat/314161159/,32.4,1,Щёлковская,19,,8300000,256173
https://www.cian.ru/sale/flat/312921724/,42,1,Медведково,9,,8350000,198810
https://www.cian.ru/sale/flat/314626263/,35.32,1,Аэропорт Внуково,16,Косметический ремонт,8300000,234994
https://www.cian.ru/sale/flat/315642366/,34.4,1,Бунинская аллея,11,,8300000,241279
https://www.cian.ru/sale/flat/299292857/,34.3,1,Бунинская аллея,12,,8300000,241983
https://www.cian.ru/sale/flat/311051337/,40.7,1,Бунинская аллея,10,,8300000,203931
https://www.cian.ru/sale/flat/315352031/,39.8,1,Солнцево,5,,8300000,208543
https://www.cian.ru/sale/flat/312852729/,30.7,1,Силикатная,3,,8300000,270358
https://www.cian.ru/sale/flat/303655142/,18.9,1,Динамо,4,,8300000,439153
https://www.cian.ru/sale/flat/311875081/,31.1,1,,,,8300000,266881
https://www.cian.ru/sale/flat/307853283/,19,1,Чертановская,13,,8350000,439474
https://www.cian.ru/sale/flat/286995307/,32.8,1,Филатов Луг,12,,8395000,255945
https://www.cian.ru/sale/flat/313317666/,31.7,1,Перово,4,,8350000,263407
https://www.cian.ru/sale/flat/311782778/,40,1,Филатов Луг,12,,8390000,209750
https://www.cian.ru/sale/flat/315988801/,35.4,1,Выхино,9,,8300000,234463
https://www.cian.ru/sale/flat/312024126/,46,1,Апрелевка,22,,8300000,180435
https://www.cian.ru/sale/flat/302376298/,33.1,1,Новогиреево,4,,8350000,252266
https://www.cian.ru/sale/flat/312576544/,32.9,1,Выхино,17,,8450000,256839
https://www.cian.ru/sale/flat/314587142/,26.6,1,Бабушкинская,19,Косметический ремонт,8400000,315789
https://www.cian.ru/sale/flat/314634601/,42.2,1,Подольск,18,,8499999,201422
https://www.cian.ru/sale/flat/315063014/,25,1,Речной вокзал,15,,8400000,336000
